url,language,date,likes,comments,post,type,purpose,slug
https://www.instagram.com/frontyardorg/,English,2024-2-27,20,0,"?? ?? ?? Excited to participate in this workshop with the weathering collective!!! ?? ?? ??You can join us too! 1-4pm on Friday, 1 March",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-2-16,4,0,"Join @slqimen for a free oracle reading on Sat, 17 Feb at 11:00-14:00 at Frontyard, 228 Illawarra Road, Marrickville, NSW.
Topics include: Relationship / Career / Business / Relocation / Property / Education
Readings available in English, Cantonese, and Mandarin.",,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-2-14,20,0,"Tod8y we eight infinity. Th8nks @oum0po for the c8ke. Th8nks j8nitors d8ting, current and p8st. Th8nks to the g8rden. Th8nks to Inner West Council for the sp8ce. Th8nks to those who v8lue Frontyard by coming here and supporting in 8ll the w8ys.

Ps we still need to r8i$e 800 buck$ for PL insurance. Donate via b8nk 8ccount deets on website.",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-2-11,39,0,"?? YOU ARE INVITED ?? to FRONTYARD’S BIRTHDAY PARTY ?????????????? Celebrating 8 years!!!

?? Where: 228 Illawarra Road, Gadigal Land or join us virtually via Jitsi (link below)

?? When: Anytime from 3:00pm to 8:00pm AEDT on Wednesday, 14 February 2024. Check times for your part of the world using SavvyTime.

?? What to Expect: A potluck! Cake! Stories and memories of Frontyard to contribute to our History Harvest Project (supported by an Inner West Council Community History Grant).

?? What to Bring: Yourself and your friends! A dish to share (if you can)! Or a donation to give Frontyard some Breathing Space (BSB 032067 / account # 577740). You can also buy a Frontyard Tea Towel for $32!

https://meet.jit.si/FrontyardProjectsBirthdayParty%F0%9F%A5%B3%F0%9F%A5%B3%F0%9F%A5%B3",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-1-28,19,0,"Join us today! For our Open House and a Solo exhibition by @visual_artist_soile_kortesalmi.

“On The Memory Line Part 1”
Fragment. Incompleteness. Runaway. Return. Projection. Photography. Palimpsest. Place.",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-1-19,25,0,"??Beat the heat with a DIY umbrella as you hang out in our hammock! ??

Learn more about Frontyard and how you can get involved during our next open house from 1-3pm on Sunday 28 January 2024??????",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-1-6,35,1,More portrait action today! With @visual_artist_soile_kortesalmi Get your own portrait until Tuesday 9 January 2024.,picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-1-4,63,0,"Get your ??2024 portrait ????? from @visual_artist_soile_kortesalmi at Frontyard!!!!

Soile will be here to capture your portrait until Tuesday, 9 January 2024! But you can get in contact with her ahead of time to finalise your visit! ????????",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-12-15,50,0,"Walked in on these two debating a comma. This is the kind of rough and tumble admin that our Frontyard janitors do on the daily. Please thank them as our first out-of-lockdown newsletter wends its way to your inboxes. Subscribe via our website. And feel free to come by and water our garden on a hot day if youre in the neighbourhood, as we take some collective downtime.",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-12-13,13,0,"Artist Talk @frontyardorg
Thurs 14 Dec, 6-8pm

Jonah Brucker-Cohen is an award winning researcher, artist, and writer. His work focuses on the theme of “Deconstructing Networks” and includes hundreds of creative projects that critically challenge and subvert accepted perceptions of network interaction and experience. Exploring “Critical Networked Experiences” Jonah will discuss projects such as “BumpList”, an email community for the determined, “Weapon of Protest”, a modified game controller that protests gun violence in the US, “WordPlay”, an interactive literary hack using RFID and many more.

Links: http://www.coin-operated.com
Twitter / X: coinop29",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-12-7,21,0,A Queen of the Night about to bloom! Catch it tonight in the backyard! Send pics!!!,picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-12-5,26,1,"Frontyard fundraiser tea towels are back! Just in time for any end-of-year kitchen love you wanna give. They come in blue or charcoal ink, both printed on beige organic cotton. $32 a pop (pick up or + postage) ??? 25% of the profits from this batch are going to Mudgin-Gal, an Aboriginal organisation in Redfern delivering support, referrals and community-based services to Aboriginal women and families @mudgin_gal ?
.. & the rest helps keep our doors open. ??

Msg us here, on Slack or email to order.

????thanks Susie Egg / @cloudship_press for drawing + design & @organicprintstudio for super printing",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-12-1,37,2,"Shut up n write on now, and every Friday from 10-lunchtime at @frontyardorg . With some nourishment from the Frontyard library and garden. Thank you ?? and @rosa_collective",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2023-11-30,97,0,"Bringing Shut Up And Write sessions back to life at @frontyardorg, currently every Friday from 10am. Bring your writing (and reading) project for some collective quiet writing time.",picture,活动宣传,frontyard-projects
